x0,y0,z0,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,,,
0.5166818,0.7913434,-0.000308642,0.68236,0.7162416,-0.048529536,0.75891185,0.56911695,-0.041151356,0.75358295,0.4267765,-0.03456147,0.7070164,0.34822965,-0.01130941,0.6055876,0.4318164,0.04852939,0.5873462,0.26909912,0.041685235,0.5737892,0.1798446,0.024845857,0.5565132,0.10847968,0.0043844,0.49218044,0.43383226,0.035749104,0.46178877,0.2617892,0.052878454,0.44102344,0.16013947,0.024028985,0.41496515,0.08209792,-0.017526684,0.3909562,0.46424845,0.007657151,0.3587802,0.31325603,0.0074181,0.34047204,0.21986891,-0.02399515,0.3229382,0.14195555,-0.06708181,0.290534,0.5171336,-0.032138642,0.25378668,0.4036382,-0.06351613,0.24216944,0.33424413,-0.097429946,0.23411301,0.26549846,-0.13908002
